"","id","sleep_before","video_machine_name","video_region_id","video_id","machine_name","machine_id","region_id","sex","sdi","baseline_days","status","i.video_region_id","video","mean_asleep","mean_quiet","mean_micro.mov.","mean_asleep_l","mean_quiet_l","mean_micro.mov._l","mean_asleep_d","mean_quiet_d","mean_micro.mov._d","rank_asleep","rank_quiet","mean_asleep_dam","mean_quiet_dam","mean_asleep_dam_l","mean_quiet_dam_l","mean_asleep_dam_d","mean_quiet_dam_d"
"48","2016-04-04_17-41-29_020aee|10",NA,NA,NA,NA,"ETHOSCOPE_020","020aeeee10184bb39b0754e75cef7900",10,"F",0,4,"OK","None","None",0.329484619613971,0.524727262204474,0.231385826315942,0.208878342400741,0.432515337423313,0.208820465331636,0.450083916893339,0.616933850338561,0.253949881358875,752,738,0.757082091495703,0.964582308515871,0.590890676543781,0.944383355518259,0.923263888888889,0.984780092592593
"49","2016-04-04_17-41-29_020aee|11",NA,NA,NA,NA,"ETHOSCOPE_020","020aeeee10184bb39b0754e75cef7900",11,"F",0,4,"OK","None","None",0.302410370670448,0.53120750021702,0.188923290604474,0.0742519821748944,0.401990855952312,0.191967127727299,0.530555555555556,0.660416666666667,0.18587962962963,701,754,0.686999045111259,0.963338059550334,0.436772961398229,0.939521963076567,0.937210648148148,0.987152777777778
"50","2016-04-04_17-41-29_020aee|12",NA,NA,NA,NA,"ETHOSCOPE_020","020aeeee10184bb39b0754e75cef7900",12,"F",0,4,"OK","None","None",0.045170438104057,0.199230279530065,0.312633832976445,0.00891255280976908,0.165634585334799,0.203078881879738,0.0814283233983448,0.232825973725331,0.422188784073152,47,15,0.642697994733644,0.960357649237536,0.382313791307367,0.936744024538457,0.90306712962963,0.983969907407407
"51","2016-04-04_17-41-29_020aee|13",NA,NA,NA,NA,"ETHOSCOPE_020","020aeeee10184bb39b0754e75cef7900",13,"F",0,4,"OK","None","None",0.167047657628982,0.383575913654909,0.25689400734975,0.0952601423693501,0.362347358064703,0.226575612014584,0.238831018518519,0.404803240740741,0.287210648148148,359,334,0.631036777684539,0.954715124858937,0.461022049887146,0.937322761733897,0.801041666666667,0.972106481481481
"52","2016-04-04_17-41-29_020aee|14",NA,NA,NA,NA,"ETHOSCOPE_020","020aeeee10184bb39b0754e75cef7900",14,"F",0,4,"OK","None","None",0.0314823924303365,0.236378367429613,0.269307560982667,0.00700272006481857,0.224376410671914,0.176688465767695,0.0559606481481481,0.24837962962963,0.361921296296296,22,39,0.514308863103678,0.939639457160219,0.30186932114127,0.919150413797095,0.726736111111111,0.960127314814815
"53","2016-04-04_17-41-29_020aee|15",NA,NA,NA,NA,"ETHOSCOPE_020","020aeeee10184bb39b0754e75cef7900",15,"F",0,4,"OK","None","None",0.0798887698056368,0.268951134026591,0.175622049068737,0.00671335146709879,0.183980554430233,0.139244169222756,0.153212711667826,0.354094177684992,0.212073764787752,108,74,0.32243409820886,0.921554443126248,0.0849586202905261,0.901730424214364,0.559895833333333,0.941377314814815
"54","2016-04-04_17-41-29_020aee|16",NA,NA,NA,NA,"ETHOSCOPE_020","020aeeee10184bb39b0754e75cef7900",16,"F",0,4,"OK","None","None",0.0982184067202068,0.287547309147974,0.285178005477092,0.00459287448330162,0.209500688931172,0.186929991470376,0.180901610847143,0.356472360644339,0.371943446517557,151,104,0.620359385398883,0.954830868948754,0.279240696799583,0.917009086173968,0.961458333333333,0.992650462962963
"55","2016-04-04_17-41-29_020aee|17",NA,NA,NA,NA,"ETHOSCOPE_020","020aeeee10184bb39b0754e75cef7900",17,"F",0,4,"OK","None","None",0.111275921240148,0.28130180612512,0.304103772213012,0.00603983971194611,0.165572913641907,0.23114001974563,0.216849219296201,0.397401538103006,0.377301328361687,190,96,0.518591394426922,0.939176480800949,0.212338677006771,0.903524509520227,0.824826388888889,0.974826388888889
"56","2016-04-04_17-41-29_020aee|18",NA,NA,NA,NA,"ETHOSCOPE_020","020aeeee10184bb39b0754e75cef7900",18,"F",0,4,"OK","None","None",0.143001822969415,0.362886657600046,0.171098700772592,0.0673071358296198,0.313270443891429,0.133919787024712,0.21869212962963,0.4125,0.208275462962963,273,266,0.475766081194479,0.938337336149773,0.291915041379709,0.922101973493836,0.659606481481481,0.954571759259259
"57","2016-04-04_17-41-29_020aee|19",NA,NA,NA,NA,"ETHOSCOPE_020","020aeeee10184bb39b0754e75cef7900",19,"F",0,4,"OK","None","None",0.230037801686537,0.449462052922361,0.248735097412038,0.0417848255107356,0.322182996701198,0.228138202442271,0.420139091812284,0.577990766173806,0.269534217754661,538,554,0.598686304580572,0.946641974594172,0.321372764627583,0.914636263672666,0.875983796296296,0.978645833333333
"58","2016-04-04_17-41-29_020aee|20",NA,NA,NA,NA,"ETHOSCOPE_020","020aeeee10184bb39b0754e75cef7900",20,"F",0,4,"OK","None","None",0.147658785350023,0.377086230876217,0.263850254983774,0.0141301829974519,0.293606671299514,0.241023859161455,0.281373231268847,0.460681976339596,0.286708420320111,291,311,0.617639399288174,0.95187939465841,0.379477979049714,0.926789744776897,0.855787037037037,0.976967592592593
"59","2016-04-04_17-41-32_005aee|01",NA,NA,NA,NA,"ETHOSCOPE_005","005aeeee10184bb39b0754e75cef7900",1,"F",0,4,"OK","None","None",0.0441853062877977,0.385746115338986,0.195115599409705,0.0254065628797963,0.409803808090746,0.144394930262168,0.062962962962963,0.361689814814815,0.245833333333333,46,346,0.544141902254116,0.937874359790503,0.427976156027548,0.92800509288732,0.660300925925926,0.947743055555556
"60","2016-04-04_17-41-32_005aee|02",NA,NA,NA,NA,"ETHOSCOPE_005","005aeeee10184bb39b0754e75cef7900",2,"F",0,4,"OK","None","None",0.184705063511397,0.383968447305841,0.255901629835856,0.0163782626309393,0.228369697320447,0.263556918803172,0.353775504272511,0.540254606754636,0.248212521071906,409,338,0.64666222980989,0.9548019329263,0.402453845708664,0.926500376179177,0.890856481481481,0.983101851851852
"61","2016-04-04_17-41-32_005aee|03",NA,NA,NA,NA,"ETHOSCOPE_005","005aeeee10184bb39b0754e75cef7900",3,"F",0,4,"OK","None","None",0.0518822882606557,0.189444139008652,0.317399230301803,0,0.154985820938712,0.259390010996007,0.103761574074074,0.223900462962963,0.375405092592593,54,10,0.522844989727712,0.934691397320524,0.265177382950402,0.902367035129348,0.780497685185185,0.967013888888889
"62","2016-04-04_17-41-32_005aee|04",NA,NA,NA,NA,"ETHOSCOPE_005","005aeeee10184bb39b0754e75cef7900",4,"F",0,4,"OK","None","None",0.0157701322376226,0.192713909545994,0.250991058769062,0,0.14236935007813,0.171479831008739,0.0315393518518519,0.243055555555556,0.330497685185185,5,13,0.435979050319743,0.920975722677161,0.168817639909717,0.892239134209156,0.703125,0.949710648148148
